0,42.101500,72.589800,South America,Apr,19,2016,3
1,42.101500,72.589800,North America,May,16,2016,-3
2,42.101500,72.589800,Europe,Feb,21,2015,2
3,42.101500,72.589800,Europe,Apr,10,2016,-10
4,42.101500,72.589800,North America,Sep,22,2016,11
5,42.101500,72.589800,South America,Jun,1,2015,12
6,42.101500,72.589800,South America,Oct,20,2014,16
7,42.101500,72.589800,Europe,Jul,18,2014,-1
8,42.101500,72.589800,Europe,Sep,6,2015,-1
9,42.101500,72.589800,North America,Mar,18,2014,15
10,42.101500,72.589800,North America,May,23,2016,6
11,42.101500,72.589800,South America,Mar,26,2015,10
12,42.101500,72.589800,Europe,Jul,3,2016,27
13,42.101500,72.589800,North America,Oct,11,2016,27
14,42.101500,72.589800,South America,Mar,30,2015,-3
15,42.101500,72.589800,South America,Feb,26,2015,13
16,42.101500,72.589800,Europe,May,16,2016,24
17,42.101500,72.589800,Europe,Dec,15,2014,21
18,42.101500,72.589800,North America,Aug,21,2015,-9
19,42.101500,72.589800,North America,Apr,3,2016,13
20,42.101500,72.589800,North America,Sep,6,2015,-2
21,42.101500,72.589800,South America,May,11,2014,20
22,42.101500,72.589800,North America,Sep,6,2016,8
23,42.101500,72.589800,South America,Feb,8,2015,21
24,42.101500,72.589800,North America,Apr,11,2015,7
25,42.101500,72.589800,North America,Dec,10,2016,22
26,42.101500,72.589800,Europe,Feb,26,2015,-1
27,42.101500,72.589800,North America,Jul,26,2016,27
28,42.101500,72.589800,South America,Dec,30,2015,12
29,42.101500,72.589800,Europe,Jan,17,2015,28
30,42.101500,72.589800,North America,Jan,20,2015,5
31,42.101500,72.589800,South America,Mar,19,2014,24
32,42.101500,72.589800,South America,Jan,29,2015,-6
33,42.101500,72.589800,North America,Oct,22,2016,6
34,42.101500,72.589800,Europe,Nov,26,2015,-6
35,42.101500,72.589800,South America,Jan,18,2015,3
36,42.101500,72.589800,South America,Jul,18,2014,8
37,42.101500,72.589800,South America,Jan,4,2015,15
38,42.101500,72.589800,South America,Jan,9,2016,-2
39,42.101500,72.589800,South America,May,25,2014,17
40,42.101500,72.589800,North America,Feb,23,2016,2
41,42.101500,72.589800,Europe,Aug,25,2015,11
42,42.101500,72.589800,North America,Nov,29,2016,21
43,42.101500,72.589800,North America,May,29,2014,12
44,42.101500,72.589800,Europe,Oct,3,2014,1
45,42.101500,72.589800,South America,Apr,19,2014,-7
46,42.101500,72.589800,Europe,Oct,1,2014,4
47,42.101500,72.589800,Europe,Jul,5,2014,25
48,42.101500,72.589800,South America,Jul,24,2015,16
49,42.101500,72.589800,Europe,Nov,19,2016,-10
50,42.101500,72.589800,South America,Oct,11,2014,18
51,42.101500,72.589800,Europe,Mar,29,2016,21
52,42.101500,72.589800,Europe,Apr,15,2014,25
53,42.101500,72.589800,South America,Dec,30,2016,12
54,42.101500,72.589800,North America,Nov,4,2016,12
55,42.101500,72.589800,South America,Aug,11,2015,-10
56,42.101500,72.589800,Europe,Mar,24,2014,15
57,42.101500,72.589800,Europe,Sep,4,2015,11
58,42.101500,72.589800,North America,Aug,2,2016,26
59,42.101500,72.589800,South America,Feb,15,2016,19
60,42.101500,72.589800,Europe,Nov,7,2016,16
61,42.101500,72.589800,North America,Jun,18,2015,18
62,42.101500,72.589800,South America,Jul,8,2016,-9
63,42.101500,72.589800,North America,Aug,21,2016,26
64,42.101500,72.589800,South America,Sep,14,2016,21
65,42.101500,72.589800,South America,Jan,23,2014,-8
66,42.101500,72.589800,South America,Apr,3,2014,28
67,42.101500,72.589800,North America,Dec,29,2014,0
68,42.101500,72.589800,North America,Aug,21,2014,19
69,42.101500,72.589800,Europe,Oct,25,2015,24
70,42.101500,72.589800,North America,Jun,16,2014,6
71,42.101500,72.589800,South America,Aug,1,2016,18
72,42.101500,72.589800,Europe,May,4,2016,29
73,42.101500,72.589800,South America,Aug,17,2016,9
74,42.101500,72.589800,Europe,Sep,16,2016,16
75,42.101500,72.589800,North America,Jan,19,2016,-3
76,42.101500,72.589800,South America,Oct,24,2015,-1
77,42.101500,72.589800,North America,May,6,2016,-3
78,42.101500,72.589800,North America,Oct,21,2015,5
79,42.101500,72.589800,South America,Oct,29,2015,16
80,42.101500,72.589800,Europe,Feb,16,2014,21
81,42.101500,72.589800,South America,May,6,2015,16
82,42.101500,72.589800,North America,Dec,19,2015,-3
83,42.101500,72.589800,North America,Jul,13,2016,11
84,42.101500,72.589800,Europe,Feb,22,2014,12
85,42.101500,72.589800,South America,Nov,22,2015,0
86,42.101500,72.589800,Europe,Aug,8,2016,1
87,42.101500,72.589800,North America,Jun,16,2015,-5
88,42.101500,72.589800,North America,Feb,12,2015,14
89,42.101500,72.589800,North America,May,6,2014,12
90,42.101500,72.589800,South America,Oct,22,2014,11
91,42.101500,72.589800,Europe,Oct,27,2016,-3
92,42.101500,72.589800,North America,Nov,30,2016,20
93,42.101500,72.589800,North America,Dec,6,2015,21
94,42.101500,72.589800,South America,Mar,8,2016,29
95,42.101500,72.589800,North America,Jun,13,2016,5
96,42.101500,72.589800,South America,Mar,8,2015,12
97,42.101500,72.589800,South America,Apr,8,2014,-6
98,42.101500,72.589800,North America,Dec,23,2016,29
99,42.101500,72.589800,South America,Feb,17,2015,1
100,42.101500,72.589800,South America,Jun,17,2016,2
101,42.101500,72.589800,Europe,Mar,25,2016,21
102,42.101500,72.589800,South America,Sep,5,2016,13
103,42.101500,72.589800,South America,Apr,21,2014,-7
104,42.101500,72.589800,Europe,Jun,21,2015,2
105,42.101500,72.589800,South America,Jan,11,2016,0
106,42.101500,72.589800,South America,Aug,25,2014,30
107,42.101500,72.589800,North America,Aug,14,2016,11
108,42.101500,72.589800,North America,Sep,21,2014,1
109,42.101500,72.589800,Europe,Sep,21,2015,29
110,42.101500,72.589800,South America,Feb,6,2014,2
111,42.101500,72.589800,North America,Sep,13,2016,19
112,42.101500,72.589800,North America,Jul,2,2014,4
113,42.101500,72.589800,South America,Jul,15,2015,30
114,42.101500,72.589800,North America,Sep,13,2014,21
115,42.101500,72.589800,South America,Sep,22,2014,-5
116,42.101500,72.589800,Europe,Jan,16,2016,-1
117,42.101500,72.589800,North America,Aug,20,2014,23
118,42.101500,72.589800,North America,Feb,18,2014,19
119,42.101500,72.589800,North America,Sep,3,2015,6
120,42.101500,72.589800,North America,Jan,4,2014,16
121,42.101500,72.589800,South America,Aug,14,2015,12
122,42.101500,72.589800,North America,Dec,18,2015,2
123,42.101500,72.589800,Europe,Aug,9,2014,9
124,42.101500,72.589800,North America,Jan,17,2016,-10
125,42.101500,72.589800,North America,Feb,1,2016,16
126,42.101500,72.589800,South America,Jan,23,2015,-10
127,42.101500,72.589800,South America,Jan,3,2016,-10
128,42.101500,72.589800,Europe,Oct,28,2015,5
129,42.101500,72.589800,North America,Feb,9,2015,19
130,42.101500,72.589800,Europe,Jul,2,2016,30
131,42.101500,72.589800,North America,Nov,15,2014,11
132,42.101500,72.589800,Europe,May,18,2016,-8
133,42.101500,72.589800,North America,Dec,27,2014,22
134,42.101500,72.589800,North America,Jul,4,2014,27
135,42.101500,72.589800,North America,Aug,7,2015,25
136,42.101500,72.589800,South America,Feb,13,2014,24
137,42.101500,72.589800,North America,Jun,2,2015,28
138,42.101500,72.589800,Europe,Feb,26,2014,22
139,42.101500,72.589800,South America,Oct,15,2015,10
140,42.101500,72.589800,South America,Jun,6,2015,17
141,42.101500,72.589800,Europe,Nov,27,2015,1
142,42.101500,72.589800,South America,Nov,21,2016,-5
143,42.101500,72.589800,Europe,Sep,19,2014,14
144,42.101500,72.589800,North America,May,7,2015,20
145,42.101500,72.589800,South America,Jun,5,2015,-8
146,42.101500,72.589800,Europe,Jun,19,2016,-8
147,42.101500,72.589800,South America,Jul,1,2016,-9
148,42.101500,72.589800,Europe,Jan,15,2016,15
149,42.101500,72.589800,North America,May,8,2014,-8
150,42.101500,72.589800,Europe,Nov,15,2014,23
151,42.101500,72.589800,Europe,May,21,2016,18
152,42.101500,72.589800,South America,May,27,2015,27
153,42.101500,72.589800,Europe,Feb,13,2014,21
154,42.101500,72.589800,South America,Nov,7,2014,22
155,42.101500,72.589800,Europe,Jul,20,2015,4
156,42.101500,72.589800,North America,May,21,2014,2
157,42.101500,72.589800,Europe,Oct,8,2015,25
158,42.101500,72.589800,Europe,Jun,19,2016,23
159,42.101500,72.589800,South America,Mar,2,2016,-5
160,42.101500,72.589800,North America,Jul,22,2014,-3
161,42.101500,72.589800,South America,Jul,20,2016,8
162,42.101500,72.589800,South America,Jun,11,2016,-9
163,42.101500,72.589800,South America,Jan,9,2016,6
164,42.101500,72.589800,North America,Jul,15,2014,-5
165,42.101500,72.589800,Europe,Oct,14,2016,13
166,42.101500,72.589800,North America,Feb,9,2015,21
167,42.101500,72.589800,North America,May,5,2016,2
168,42.101500,72.589800,North America,May,18,2015,-6
169,42.101500,72.589800,North America,Sep,29,2014,-3
170,42.101500,72.589800,North America,Nov,17,2014,24
171,42.101500,72.589800,Europe,Sep,26,2016,-8
172,42.101500,72.589800,Europe,Oct,26,2014,27
173,42.101500,72.589800,North America,May,19,2014,-4
174,42.101500,72.589800,Europe,Jun,9,2016,24
175,42.101500,72.589800,North America,Jan,28,2015,-7
176,42.101500,72.589800,Europe,Jun,9,2016,-9
177,42.101500,72.589800,North America,Aug,20,2015,-1
178,42.101500,72.589800,South America,Sep,27,2016,-9
179,42.101500,72.589800,South America,Oct,27,2016,22
180,42.101500,72.589800,Europe,Nov,30,2015,17
181,42.101500,72.589800,North America,May,26,2016,16
182,42.101500,72.589800,North America,Sep,21,2015,20
183,42.101500,72.589800,Europe,Aug,3,2016,25
184,42.101500,72.589800,South America,Apr,9,2016,-1
185,42.101500,72.589800,Europe,Mar,10,2015,1
186,42.101500,72.589800,North America,Aug,18,2016,-7
187,42.101500,72.589800,Europe,Jun,27,2016,3
188,42.101500,72.589800,Europe,Dec,24,2014,14
189,42.101500,72.589800,Europe,Sep,2,2014,-1
190,42.101500,72.589800,North America,Aug,14,2016,23
191,42.101500,72.589800,South America,Sep,16,2014,19
192,42.101500,72.589800,South America,Oct,12,2016,-7
193,42.101500,72.589800,North America,Apr,16,2014,10
194,42.101500,72.589800,South America,Dec,3,2015,18
195,42.101500,72.589800,Europe,Jun,17,2016,9
196,42.101500,72.589800,North America,Feb,5,2016,28
197,42.101500,72.589800,Europe,Aug,21,2014,-2
198,42.101500,72.589800,Europe,Oct,26,2016,30
199,42.101500,72.589800,Europe,May,6,2015,30
200,42.101500,72.589800,South America,Feb,20,2014,18
201,42.101500,72.589800,North America,Apr,7,2015,0
202,42.101500,72.589800,North America,Dec,4,2014,24
203,42.101500,72.589800,Europe,Nov,14,2014,24
204,42.101500,72.589800,Europe,Jun,25,2015,29
205,42.101500,72.589800,Europe,May,13,2015,12
206,42.101500,72.589800,South America,Apr,19,2016,4
207,42.101500,72.589800,Europe,Jul,3,2016,-4
208,42.101500,72.589800,Europe,Feb,15,2014,-1
209,42.101500,72.589800,North America,May,14,2016,29
210,42.101500,72.589800,Europe,Jul,3,2014,-8
211,42.101500,72.589800,South America,May,13,2014,9
212,42.101500,72.589800,Europe,Jan,16,2016,28
213,42.101500,72.589800,Europe,Feb,15,2016,11
214,42.101500,72.589800,North America,Mar,14,2015,20
215,42.101500,72.589800,South America,Nov,20,2014,21
216,42.101500,72.589800,South America,Feb,19,2014,28
217,42.101500,72.589800,Europe,Oct,2,2014,26
218,42.101500,72.589800,North America,Oct,8,2015,10
219,42.101500,72.589800,Europe,Apr,24,2016,7
220,42.101500,72.589800,Europe,May,15,2016,13
221,42.101500,72.589800,Europe,Aug,10,2014,-7
222,42.101500,72.589800,South America,Oct,15,2014,9
223,42.101500,72.589800,Europe,Nov,9,2014,19
224,42.101500,72.589800,Europe,Sep,21,2016,5
225,42.101500,72.589800,North America,Nov,23,2014,19
226,42.101500,72.589800,Europe,Jul,18,2015,30
227,42.101500,72.589800,North America,Jan,24,2016,26
228,42.101500,72.589800,North America,Feb,18,2016,7
229,42.101500,72.589800,Europe,Oct,21,2015,-5
230,42.101500,72.589800,North America,Jun,18,2015,-7
231,42.101500,72.589800,North America,Jan,9,2014,-9
232,42.101500,72.589800,Europe,Apr,22,2016,1
233,42.101500,72.589800,South America,Nov,19,2016,22
234,42.101500,72.589800,Europe,May,10,2015,10
235,42.101500,72.589800,South America,Feb,5,2016,-9
236,42.101500,72.589800,Europe,Jul,24,2015,22
237,42.101500,72.589800,Europe,Dec,24,2016,26
238,42.101500,72.589800,Europe,Aug,25,2014,8
239,42.101500,72.589800,South America,Jun,6,2015,1
240,42.101500,72.589800,North America,Oct,21,2014,26
241,42.101500,72.589800,South America,Dec,3,2016,16
242,42.101500,72.589800,Europe,Dec,24,2014,4
243,42.101500,72.589800,South America,Dec,21,2015,-1
244,42.101500,72.589800,North America,May,8,2015,18
245,42.101500,72.589800,South America,Dec,3,2014,0
246,42.101500,72.589800,North America,Mar,6,2016,25
247,42.101500,72.589800,North America,Feb,27,2015,22
248,42.101500,72.589800,Europe,May,9,2016,1
249,42.101500,72.589800,North America,Oct,23,2016,14
250,42.101500,72.589800,Europe,Sep,15,2014,29
251,42.101500,72.589800,North America,Mar,14,2016,23
252,42.101500,72.589800,North America,Nov,23,2016,-1
253,42.101500,72.589800,North America,Nov,18,2014,-1
254,42.101500,72.589800,Europe,Sep,15,2016,10
255,42.101500,72.589800,South America,Jun,7,2016,6
256,42.101500,72.589800,Europe,Dec,9,2016,6
257,42.101500,72.589800,South America,Feb,27,2015,28
258,42.101500,72.589800,South America,Oct,15,2015,-4
259,42.101500,72.589800,Europe,Apr,26,2014,-5
260,42.101500,72.589800,South America,Aug,4,2015,1
261,42.101500,72.589800,South America,Dec,6,2016,12
262,42.101500,72.589800,Europe,Nov,21,2016,-6
263,42.101500,72.589800,South America,Apr,16,2015,1
264,42.101500,72.589800,South America,Sep,28,2016,28
265,42.101500,72.589800,North America,Oct,30,2016,-6
266,42.101500,72.589800,North America,Jan,21,2015,27
267,42.101500,72.589800,North America,Dec,29,2015,-2
268,42.101500,72.589800,North America,Jun,14,2014,10
269,42.101500,72.589800,South America,Jan,24,2015,-1
270,42.101500,72.589800,South America,Aug,26,2014,4
271,42.101500,72.589800,South America,Sep,19,2015,23
272,42.101500,72.589800,Europe,Apr,8,2014,12
273,42.101500,72.589800,North America,Dec,6,2014,0
274,42.101500,72.589800,Europe,Jun,24,2016,21
275,42.101500,72.589800,South America,Jan,25,2014,11
276,42.101500,72.589800,Europe,Jan,23,2014,3
277,42.101500,72.589800,Europe,Oct,17,2014,1
278,42.101500,72.589800,North America,Jan,6,2016,2
279,42.101500,72.589800,South America,May,10,2016,-2
280,42.101500,72.589800,Europe,Apr,26,2014,9
281,42.101500,72.589800,North America,Feb,28,2016,1
282,42.101500,72.589800,South America,Feb,18,2016,-6
283,42.101500,72.589800,North America,Jun,13,2014,-4
284,42.101500,72.589800,South America,Oct,30,2016,21
285,42.101500,72.589800,Europe,Apr,8,2014,25
286,42.101500,72.589800,North America,Jun,22,2016,0
287,42.101500,72.589800,South America,Jan,31,2015,18
288,42.101500,72.589800,North America,Mar,25,2016,4
289,42.101500,72.589800,Europe,May,13,2016,3
290,42.101500,72.589800,Europe,Sep,30,2015,10
291,42.101500,72.589800,North America,Jul,10,2014,12
292,42.101500,72.589800,Europe,Oct,20,2016,-1
293,42.101500,72.589800,South America,Dec,9,2014,8
294,42.101500,72.589800,South America,Feb,23,2014,-2
295,42.101500,72.589800,Europe,Jan,20,2015,14
296,42.101500,72.589800,North America,Aug,18,2016,22
297,42.101500,72.589800,South America,Feb,15,2015,14
298,42.101500,72.589800,Europe,Jan,26,2016,-4
299,42.101500,72.589800,South America,Mar,4,2016,17
300,42.101500,72.589800,Europe,Aug,29,2014,-2
301,42.101500,72.589800,South America,Mar,22,2015,4
302,42.101500,72.589800,Europe,Feb,14,2014,-1
303,42.101500,72.589800,North America,Dec,28,2015,-8
304,42.101500,72.589800,Europe,Mar,10,2016,30
305,42.101500,72.589800,North America,Jun,25,2014,14
306,42.101500,72.589800,North America,Jun,26,2016,11
307,42.101500,72.589800,South America,Oct,9,2016,0
308,42.101500,72.589800,South America,Jan,4,2014,3
309,42.101500,72.589800,Europe,Dec,10,2016,10
310,42.101500,72.589800,North America,Feb,26,2015,16
311,42.101500,72.589800,South America,May,4,2014,26
312,42.101500,72.589800,South America,Jan,25,2016,3
313,42.101500,72.589800,North America,Apr,12,2015,3
314,42.101500,72.589800,North America,Aug,4,2014,-6
315,42.101500,72.589800,Europe,Nov,11,2014,11
316,42.101500,72.589800,Europe,Mar,24,2016,18
317,42.101500,72.589800,South America,Mar,17,2015,8
318,42.101500,72.589800,North America,Apr,27,2014,-1
319,42.101500,72.589800,Europe,Feb,26,2016,25
320,42.101500,72.589800,Europe,Feb,13,2015,26
321,42.101500,72.589800,South America,Sep,15,2014,1
322,42.101500,72.589800,North America,Jun,13,2014,-8
323,42.101500,72.589800,North America,Oct,20,2015,13
324,42.101500,72.589800,South America,Apr,3,2016,5
325,42.101500,72.589800,North America,Apr,7,2014,13
326,42.101500,72.589800,Europe,Apr,29,2015,-7
327,42.101500,72.589800,Europe,May,21,2014,-4
328,42.101500,72.589800,Europe,Oct,14,2015,9
329,42.101500,72.589800,North America,Aug,8,2016,1
330,42.101500,72.589800,North America,Feb,14,2015,26
331,42.101500,72.589800,North America,Sep,9,2016,28
332,42.101500,72.589800,South America,May,24,2016,14
333,42.101500,72.589800,North America,Aug,23,2015,25
334,42.101500,72.589800,North America,Mar,31,2015,28
335,42.101500,72.589800,South America,Jun,9,2015,16
336,42.101500,72.589800,Europe,May,8,2014,25
337,42.101500,72.589800,North America,Feb,25,2015,23
338,42.101500,72.589800,Europe,Jun,2,2016,-1
339,42.101500,72.589800,South America,Feb,15,2014,25
340,42.101500,72.589800,North America,Jun,23,2015,3
341,42.101500,72.589800,South America,Jan,2,2016,11
342,42.101500,72.589800,Europe,Oct,16,2015,17
343,42.101500,72.589800,Europe,Sep,18,2016,-2
344,42.101500,72.589800,South America,Apr,10,2014,27
345,42.101500,72.589800,North America,Sep,10,2016,-5
346,42.101500,72.589800,North America,Jul,31,2014,5
347,42.101500,72.589800,Europe,Nov,4,2016,8
348,42.101500,72.589800,South America,Jan,7,2016,17
349,42.101500,72.589800,North America,Jun,3,2015,-6
350,42.101500,72.589800,North America,Dec,18,2015,4
351,42.101500,72.589800,South America,Aug,29,2014,12
352,42.101500,72.589800,North America,Oct,5,2014,-3
353,42.101500,72.589800,Europe,Mar,2,2015,-4
354,42.101500,72.589800,South America,Aug,1,2015,-10
355,42.101500,72.589800,South America,Oct,24,2015,5
356,42.101500,72.589800,North America,Jan,26,2016,24
357,42.101500,72.589800,North America,Jul,1,2014,23
358,42.101500,72.589800,South America,Feb,2,2015,11
359,42.101500,72.589800,North America,Aug,11,2014,12
360,42.101500,72.589800,North America,Jan,4,2015,27
361,42.101500,72.589800,Europe,Nov,29,2014,8
362,42.101500,72.589800,Europe,Aug,3,2015,-3
363,42.101500,72.589800,Europe,Aug,8,2015,27
364,42.101500,72.589800,Europe,Nov,6,2016,-3
365,42.101500,72.589800,North America,Feb,27,2015,-8
366,42.101500,72.589800,North America,Aug,15,2015,1
367,42.101500,72.589800,North America,Jun,30,2014,2
368,42.101500,72.589800,North America,Mar,7,2016,-10
369,42.101500,72.589800,Europe,Jul,11,2015,12
370,42.101500,72.589800,South America,Mar,15,2015,-2
371,42.101500,72.589800,North America,Nov,23,2014,6
372,42.101500,72.589800,North America,Oct,24,2015,0
373,42.101500,72.589800,South America,Nov,8,2015,29
374,42.101500,72.589800,South America,May,27,2016,9
375,42.101500,72.589800,Europe,Aug,13,2014,14
376,42.101500,72.589800,North America,Nov,6,2014,9
377,42.101500,72.589800,Europe,Dec,26,2014,-3
378,42.101500,72.589800,South America,Feb,15,2016,29
379,42.101500,72.589800,Europe,May,14,2016,6
380,42.101500,72.589800,Europe,Apr,9,2016,17
381,42.101500,72.589800,Europe,Feb,28,2016,4
382,42.101500,72.589800,Europe,Dec,6,2016,16
383,42.101500,72.589800,North America,Jul,21,2015,0
384,42.101500,72.589800,South America,Apr,6,2016,25
385,42.101500,72.589800,Europe,Mar,16,2015,25
386,42.101500,72.589800,South America,Jun,6,2016,25
387,42.101500,72.589800,South America,Apr,11,2015,-8
388,42.101500,72.589800,North America,Nov,19,2014,29
389,42.101500,72.589800,Europe,Nov,4,2016,24
390,42.101500,72.589800,North America,Jul,29,2016,22
391,42.101500,72.589800,South America,Oct,28,2016,16
392,42.101500,72.589800,South America,Feb,7,2014,20
393,42.101500,72.589800,Europe,Jun,30,2016,17
394,42.101500,72.589800,Europe,Jan,19,2014,-9
395,42.101500,72.589800,North America,Sep,16,2015,-5
396,42.101500,72.589800,South America,Apr,11,2016,-7
397,42.101500,72.589800,Europe,Feb,15,2015,16
398,42.101500,72.589800,South America,Jul,11,2016,30
399,42.101500,72.589800,North America,Apr,30,2014,24
400,42.101500,72.589800,Europe,Nov,20,2015,1
401,42.101500,72.589800,North America,May,19,2016,21
402,42.101500,72.589800,North America,Jun,8,2016,7
403,42.101500,72.589800,North America,Apr,10,2016,-2
404,42.101500,72.589800,South America,Sep,2,2014,14
405,42.101500,72.589800,South America,Dec,1,2014,-4
406,42.101500,72.589800,North America,Feb,5,2016,5
407,42.101500,72.589800,North America,Sep,20,2014,3
408,42.101500,72.589800,Europe,Apr,5,2015,6
409,42.101500,72.589800,Europe,Jan,19,2014,23
410,42.101500,72.589800,South America,May,23,2014,5
411,42.101500,72.589800,South America,Aug,14,2014,28
412,42.101500,72.589800,South America,Apr,1,2016,23
413,42.101500,72.589800,Europe,Jun,24,2014,-9
414,42.101500,72.589800,South America,Jul,1,2014,12
415,42.101500,72.589800,Europe,Oct,26,2014,-9
416,42.101500,72.589800,North America,Dec,12,2014,5
417,42.101500,72.589800,South America,Mar,1,2015,-10
418,42.101500,72.589800,Europe,Jul,4,2014,27
419,42.101500,72.589800,Europe,Nov,31,2015,26
420,42.101500,72.589800,North America,May,20,2014,4
421,42.101500,72.589800,North America,Jun,13,2014,7
422,42.101500,72.589800,Europe,Oct,27,2016,2
423,42.101500,72.589800,Europe,Apr,8,2016,16
424,42.101500,72.589800,North America,Jun,26,2014,-1
425,42.101500,72.589800,North America,May,17,2015,27
426,42.101500,72.589800,South America,Nov,21,2015,-10
427,42.101500,72.589800,North America,Feb,14,2014,11
428,42.101500,72.589800,Europe,Aug,30,2015,-4
429,42.101500,72.589800,North America,Nov,11,2016,7
430,42.101500,72.589800,Europe,Jan,20,2014,12
431,42.101500,72.589800,Europe,Oct,22,2015,8
432,42.101500,72.589800,Europe,Apr,12,2016,26
433,42.101500,72.589800,Europe,Apr,14,2014,-1
434,42.101500,72.589800,North America,Aug,7,2014,29
435,42.101500,72.589800,South America,Nov,27,2016,-6
436,42.101500,72.589800,South America,Sep,14,2016,-9
437,42.101500,72.589800,Europe,Dec,21,2014,26
438,42.101500,72.589800,South America,Jun,16,2014,23
439,42.101500,72.589800,North America,Oct,24,2015,18
440,42.101500,72.589800,North America,Mar,13,2014,-2
441,42.101500,72.589800,Europe,Jan,3,2014,5
442,42.101500,72.589800,Europe,Jun,30,2015,27
443,42.101500,72.589800,North America,Sep,17,2016,25
444,42.101500,72.589800,South America,Feb,8,2016,29
445,42.101500,72.589800,North America,Jan,23,2015,29
446,42.101500,72.589800,North America,May,24,2015,15
447,42.101500,72.589800,South America,Apr,20,2015,21
448,42.101500,72.589800,Europe,Jul,5,2014,26
449,42.101500,72.589800,Europe,Feb,27,2015,-10
450,42.101500,72.589800,South America,Apr,11,2016,9
451,42.101500,72.589800,North America,Mar,15,2014,-6
452,42.101500,72.589800,South America,Jan,10,2015,23
453,42.101500,72.589800,Europe,Aug,22,2016,16
454,42.101500,72.589800,North America,Aug,21,2014,8
455,42.101500,72.589800,South America,Nov,15,2014,15
456,42.101500,72.589800,Europe,Aug,16,2014,10
457,42.101500,72.589800,Europe,Apr,26,2016,24
458,42.101500,72.589800,North America,Sep,7,2016,7
459,42.101500,72.589800,South America,Apr,9,2015,-6
460,42.101500,72.589800,South America,Sep,13,2015,-10
461,42.101500,72.589800,Europe,Nov,24,2016,-6
462,42.101500,72.589800,Europe,Jun,14,2016,19
463,42.101500,72.589800,North America,Feb,21,2016,27
464,42.101500,72.589800,Europe,Mar,8,2016,10
465,42.101500,72.589800,South America,Mar,14,2015,-8
466,42.101500,72.589800,South America,Jun,17,2014,-9
467,42.101500,72.589800,Europe,Jun,5,2014,17
468,42.101500,72.589800,South America,Sep,30,2014,-6
469,42.101500,72.589800,North America,May,8,2014,24
470,42.101500,72.589800,Europe,Dec,28,2016,13
471,42.101500,72.589800,South America,Oct,26,2016,0
